"","GroupID","Param","Value","GroupLevel"
"2158","183","city","city 1","Site"
"2159","183","state","state 1","Site"
"2160","183","country","China","Site"
"2161","184","Status","Active","Site"
"2162","184","InvestigatorFirstName","Aayaat","Site"
"2163","184","InvestigatorLastName","Martinez","Site"
"2164","184","City","city 1","Site"
"2165","184","State","state 1","Site"
"2166","184","Country","US","Site"
"2167","184","protocol_row_id","1-1G9113","Site"
"2168","184","site_num","184","Site"
"2169","184","site_row_id","123-1234-0X123","Site"
"2170","184","protocol","AA-AA-000-0000","Site"
"2171","184","pi_number","0X123","Site"
"2172","184","pi_last_name","Martinez","Site"
"2173","184","pi_first_name","Aayaat","Site"
"2174","184","site_status","Active","Site"
"2175","184","is_satellite","FALSE","Site"
"2176","184","account","city 1 Medical Center","Site"
"2177","184","site_active_dt","2011-06-19","Site"
"2178","184","city","city 1","Site"
"2179","184","state","state 1","Site"
"2180","184","country","US","Site"
"2181","185","Status","Active","Site"
"2182","185","InvestigatorFirstName","Jose","Site"
"2183","185","InvestigatorLastName","Harrison","Site"
"2184","185","City","city 1","Site"
"2185","185","State","state 1","Site"
"2186","185","Country","Japan","Site"
"2187","185","protocol_row_id","1-1G9113","Site"
"2188","185","site_num","185","Site"
"2189","185","site_row_id","123-1234-0X007","Site"
"2190","185","protocol","AA-AA-000-0000","Site"
"2191","185","pi_number","0X007","Site"
"2192","185","pi_last_name","Harrison","Site"
"2193","185","pi_first_name","Jose","Site"
"2194","185","site_status","Active","Site"
"2195","185","is_satellite","FALSE","Site"
"2196","185","account","city 1 Medical Center","Site"
"2197","185","site_active_dt","2007-02-21","Site"
"2198","185","city","city 1","Site"
"2199","185","state","state 1","Site"
"2200","185","country","Japan","Site"
"2201","186","Status","Active","Site"
"2202","186","InvestigatorFirstName","Janiro","Site"
"2203","186","InvestigatorLastName","al-Mussa","Site"
"2204","186","City","city 1","Site"
"2205","186","State","state 1","Site"
"2206","186","Country","US","Site"
"2207","186","protocol_row_id","1-1G9113","Site"
"2208","186","site_num","186","Site"
"2209","186","site_row_id","123-1234-0X064","Site"
"2210","186","protocol","AA-AA-000-0000","Site"
"2211","186","pi_number","0X064","Site"
"2212","186","pi_last_name","al-Mussa","Site"
"2213","186","pi_first_name","Janiro","Site"
"2214","186","site_status","Active","Site"
"2215","186","is_satellite","FALSE","Site"
"2216","186","account","city 1 Medical Center","Site"
"2217","186","site_active_dt","2005-10-25","Site"
"2218","186","city","city 1","Site"
"2219","186","state","state 1","Site"
"2220","186","country","US","Site"
"2221","187","Status","Active","Site"
"2222","187","InvestigatorFirstName","Xin Hong","Site"
"2223","187","InvestigatorLastName","Cousins","Site"
"2224","187","City","city 1","Site"
"2225","187","State","state 1","Site"
"2226","187","Country","US","Site"
"2227","187","protocol_row_id","1-1G9113","Site"
"2228","187","site_num","187","Site"
"2229","187","site_row_id","123-1234-0X119","Site"
"2230","187","protocol","AA-AA-000-0000","Site"
"2231","187","pi_number","0X119","Site"
"2232","187","pi_last_name","Cousins","Site"
"2233","187","pi_first_name","Xin Hong","Site"
"2234","187","site_status","Active","Site"
"2235","187","is_satellite","FALSE","Site"
"2236","187","account","city 1 Medical Center","Site"
"2237","187","site_active_dt","2004-07-16","Site"
"2238","187","city","city 1","Site"
"2239","187","state","state 1","Site"
"2240","187","country","US","Site"
"2241","188","Status","Active","Site"
"2242","188","InvestigatorFirstName","Intisaar","Site"
"2243","188","InvestigatorLastName","Garcia","Site"
"2244","188","City","city 1","Site"
"2245","188","State","state 1","Site"
"2246","188","Country","Japan","Site"
"2247","188","protocol_row_id","1-1G9113","Site"
"2248","188","site_num","188","Site"
"2249","188","site_row_id","123-1234-0X166","Site"
"2250","188","protocol","AA-AA-000-0000","Site"
"2251","188","pi_number","0X166","Site"
"2252","188","pi_last_name","Garcia","Site"
"2253","188","pi_first_name","Intisaar","Site"
"2254","188","site_status","Active","Site"
"2255","188","is_satellite","FALSE","Site"
"2256","188","account","city 1 Medical Center","Site"
"2257","188","site_active_dt","2009-07-22","Site"
"2258","188","city","city 1","Site"
"2259","188","state","state 1","Site"
"2260","188","country","Japan","Site"
"2261","189","Status","Active","Site"
"2262","189","InvestigatorFirstName","Annestaisia","Site"
"2263","189","InvestigatorLastName","Depoyster","Site"
"2264","189","City","city 1","Site"
"2265","189","State","state 1","Site"
"2266","189","Country","US","Site"
"2267","189","protocol_row_id","1-1G9113","Site"
"2268","189","site_num","189","Site"
"2269","189","site_row_id","123-1234-0X093","Site"
"2270","189","protocol","AA-AA-000-0000","Site"
"2271","189","pi_number","0X093","Site"
"2272","189","pi_last_name","Depoyster","Site"
"2273","189","pi_first_name","Annestaisia","Site"
"2274","189","site_status","Active","Site"
"2275","189","is_satellite","FALSE","Site"
"2276","189","account","city 1 Medical Center","Site"
"2277","189","site_active_dt","2003-10-21","Site"
"2278","189","city","city 1","Site"
"2279","189","state","state 1","Site"
"2280","189","country","US","Site"
"2281","19","Status","Active","Site"
"2282","19","InvestigatorFirstName","Cynthia","Site"
"2283","19","InvestigatorLastName","Black","Site"
"2284","19","City","city 1","Site"
"2285","19","State","state 1","Site"
"2286","19","Country","US","Site"
"2287","19","protocol_row_id","1-1G9113","Site"
"2288","19","site_num","19","Site"
"2289","19","site_row_id","123-1234-0X138","Site"
"2290","19","protocol","AA-AA-000-0000","Site"
"2291","19","pi_number","0X138","Site"
"2292","19","pi_last_name","Black","Site"
"2293","19","pi_first_name","Cynthia","Site"
"2294","19","site_status","Active","Site"
"2295","19","is_satellite","TRUE","Site"
"2296","19","account","city 1 Medical Center","Site"
"2297","19","site_active_dt","2010-04-07","Site"
"2298","19","city","city 1","Site"
"2299","19","state","state 1","Site"
"2300","19","country","US","Site"
"2301","190","Status","Active","Site"
"2302","190","InvestigatorFirstName","Sulaimaan","Site"
"2303","190","InvestigatorLastName","Arshad","Site"
"2304","190","City","city 1","Site"
"2305","190","State","state 1","Site"
"2306","190","Country","US","Site"
"2307","190","protocol_row_id","1-1G9113","Site"
"2308","190","site_num","190","Site"
"2309","190","site_row_id","123-1234-0X005","Site"
"2310","190","protocol","AA-AA-000-0000","Site"
"2311","190","pi_number","0X005","Site"
"2312","190","pi_last_name","Arshad","Site"
"2313","190","pi_first_name","Sulaimaan","Site"
"2314","190","site_status","Active","Site"
"2315","190","is_satellite","FALSE","Site"
"2316","190","account","city 1 Medical Center","Site"
"2317","190","site_active_dt","2004-02-20","Site"
"2318","190","city","city 1","Site"
"2319","190","state","state 1","Site"
"2320","190","country","US","Site"
"2321","20","Status","Active","Site"
"2322","20","InvestigatorFirstName","Kasey","Site"
"2323","20","InvestigatorLastName","Landry","Site"
"2324","20","City","city 1","Site"
"2325","20","State","state 1","Site"
"2326","20","Country","US","Site"
"2327","20","protocol_row_id","1-1G9113","Site"
"2328","20","site_num","20","Site"
"2329","20","site_row_id","123-1234-X185X","Site"
"2330","20","protocol","AA-AA-000-0000","Site"
"2331","20","pi_number","X185X","Site"
"2332","20","pi_last_name","Landry","Site"
"2333","20","pi_first_name","Kasey","Site"
"2334","20","site_status","Active","Site"
"2335","20","is_satellite","FALSE","Site"
"2336","20","account","city 1 Medical Center","Site"
"2337","20","site_active_dt","2007-08-13","Site"
"2338","20","city","city 1","Site"
"2339","20","state","state 1","Site"
"2340","20","country","US","Site"
"2341","22","Status","Active","Site"
"2342","22","InvestigatorFirstName","Aranda","Site"
"2343","22","InvestigatorLastName","Choi","Site"
"2344","22","City","city 1","Site"
"2345","22","State","state 1","Site"
"2346","22","Country","US","Site"
"2347","22","protocol_row_id","1-1G9113","Site"
"2348","22","site_num","22","Site"
"2349","22","site_row_id","123-1234-0X132","Site"
"2350","22","protocol","AA-AA-000-0000","Site"
"2351","22","pi_number","0X132","Site"
"2352","22","pi_last_name","Choi","Site"
"2353","22","pi_first_name","Aranda","Site"
"2354","22","site_status","Active","Site"
"2355","22","is_satellite","FALSE","Site"
"2356","22","account","city 1 Medical Center","Site"
"2357","22","site_active_dt","2006-09-29","Site"
"2358","22","city","city 1","Site"
"2359","22","state","state 1","Site"
"2360","22","country","US","Site"
"2361","23","Status","Active","Site"
"2362","23","InvestigatorFirstName","Makayla","Site"
"2363","23","InvestigatorLastName","Grant-Perry","Site"
"2364","23","City","city 1","Site"
"2365","23","State","state 1","Site"
"2366","23","Country","China","Site"
"2367","23","protocol_row_id","1-1G9113","Site"
"2368","23","site_num","23","Site"
"2369","23","site_row_id","123-1234-0X107","Site"
"2370","23","protocol","AA-AA-000-0000","Site"
"2371","23","pi_number","0X107","Site"
"2372","23","pi_last_name","Grant-Perry","Site"
"2373","23","pi_first_name","Makayla","Site"
"2374","23","site_status","Active","Site"
"2375","23","is_satellite","FALSE","Site"
"2376","23","account","city 1 Medical Center","Site"
"2377","23","site_active_dt","2005-03-11","Site"
"2378","23","city","city 1","Site"
"2379","23","state","state 1","Site"
"2380","23","country","China","Site"
"2381","25","Status","Active","Site"
"2382","25","InvestigatorFirstName","Aaron","Site"
"2383","25","InvestigatorLastName","Yazzie","Site"
"2384","25","City","city 1","Site"
"2385","25","State","state 1","Site"
"2386","25","Country","Japan","Site"
"2387","25","protocol_row_id","1-1G9113","Site"
"2388","25","site_num","25","Site"
"2389","25","site_row_id","123-1234-0X041","Site"
"2390","25","protocol","AA-AA-000-0000","Site"
"2391","25","pi_number","0X041","Site"
"2392","25","pi_last_name","Yazzie","Site"
"2393","25","pi_first_name","Aaron","Site"
"2394","25","site_status","Active","Site"
"2395","25","is_satellite","FALSE","Site"
"2396","25","account","city 1 Medical Center","Site"
"2397","25","site_active_dt","2008-03-29","Site"
"2398","25","city","city 1","Site"
"2399","25","state","state 1","Site"
"2400","25","country","Japan","Site"
"2401","26","Status","Active","Site"
"2402","26","InvestigatorFirstName","Savanna","Site"
"2403","26","InvestigatorLastName","Batchelder","Site"
"2404","26","City","city 1","Site"
"2405","26","State","state 1","Site"
"2406","26","Country","US","Site"
"2407","26","protocol_row_id","1-1G9113","Site"
"2408","26","site_num","26","Site"
"2409","26","site_row_id","123-1234-0X152","Site"
"2410","26","protocol","AA-AA-000-0000","Site"
"2411","26","pi_number","0X152","Site"
"2412","26","pi_last_name","Batchelder","Site"
"2413","26","pi_first_name","Savanna","Site"
"2414","26","site_status","Active","Site"
"2415","26","is_satellite","FALSE","Site"
"2416","26","account","city 1 Medical Center","Site"
"2417","26","site_active_dt","2003-11-21","Site"
"2418","26","city","city 1","Site"
"2419","26","state","state 1","Site"
"2420","26","country","US","Site"
"2421","27","Status","Active","Site"
"2422","27","InvestigatorFirstName","Naasiruddeen","Site"
"2423","27","InvestigatorLastName","Wilde","Site"
"2424","27","City","city 1","Site"
"2425","27","State","state 1","Site"
"2426","27","Country","China","Site"
"2427","27","protocol_row_id","1-1G9113","Site"
"2428","27","site_num","27","Site"
"2429","27","site_row_id","123-1234-0X113","Site"
"2430","27","protocol","AA-AA-000-0000","Site"
"2431","27","pi_number","0X113","Site"
"2432","27","pi_last_name","Wilde","Site"
"2433","27","pi_first_name","Naasiruddeen","Site"
"2434","27","site_status","Active","Site"
"2435","27","is_satellite","FALSE","Site"
"2436","27","account","city 1 Medical Center","Site"
"2437","27","site_active_dt","2006-07-17","Site"
"2438","27","city","city 1","Site"
"2439","27","state","state 1","Site"
"2440","27","country","China","Site"
"2441","28","Status","Active","Site"
"2442","28","InvestigatorFirstName","Andrew","Site"
"2443","28","InvestigatorLastName","al-Mona","Site"
"2444","28","City","city 1","Site"
"2445","28","State","state 1","Site"
"2446","28","Country","US","Site"
"2447","28","protocol_row_id","1-1G9113","Site"
"2448","28","site_num","28","Site"
"2449","28","site_row_id","123-1234-0X103","Site"
"2450","28","protocol","AA-AA-000-0000","Site"
"2451","28","pi_number","0X103","Site"
"2452","28","pi_last_name","al-Mona","Site"
"2453","28","pi_first_name","Andrew","Site"
"2454","28","site_status","Active","Site"
"2455","28","is_satellite","FALSE","Site"
"2456","28","account","city 1 Medical Center","Site"
"2457","28","site_active_dt","2004-10-17","Site"
"2458","28","city","city 1","Site"
"2459","28","state","state 1","Site"
"2460","28","country","US","Site"
"2461","29","Status","Active","Site"
"2462","29","InvestigatorFirstName","Latisha","Site"
"2463","29","InvestigatorLastName","el-Ameen","Site"
"2464","29","City","city 1","Site"
"2465","29","State","state 1","Site"
"2466","29","Country","Japan","Site"
"2467","29","protocol_row_id","1-1G9113","Site"
"2468","29","site_num","29","Site"
"2469","29","site_row_id","123-1234-0X116","Site"
"2470","29","protocol","AA-AA-000-0000","Site"
"2471","29","pi_number","0X116","Site"
"2472","29","pi_last_name","el-Ameen","Site"
"2473","29","pi_first_name","Latisha","Site"
"2474","29","site_status","Active","Site"
"2475","29","is_satellite","FALSE","Site"
"2476","29","account","city 1 Medical Center","Site"
"2477","29","site_active_dt","2006-08-04","Site"
"2478","29","city","city 1","Site"
"2479","29","state","state 1","Site"
"2480","29","country","Japan","Site"
"2481","3","Status","Active","Site"
"2482","3","InvestigatorFirstName","Fuaada","Site"
"2483","3","InvestigatorLastName","el-Khalifa","Site"
"2484","3","City","city 1","Site"
"2485","3","State","state 1","Site"
"2486","3","Country","US","Site"
"2487","3","protocol_row_id","1-1G9113","Site"
"2488","3","site_num","3","Site"
"2489","3","site_row_id","123-1234-0X139","Site"
"2490","3","protocol","AA-AA-000-0000","Site"
"2491","3","pi_number","0X139","Site"
"2492","3","pi_last_name","el-Khalifa","Site"
"2493","3","pi_first_name","Fuaada","Site"
"2494","3","site_status","Active","Site"
"2495","3","is_satellite","TRUE","Site"
"2496","3","account","city 1 Medical Center","Site"
"2497","3","site_active_dt","2006-12-18","Site"
"2498","3","city","city 1","Site"
"2499","3","state","state 1","Site"
"2500","3","country","US","Site"
"2501","30","Status","Active","Site"
"2502","30","InvestigatorFirstName","Wyatt","Site"
"2503","30","InvestigatorLastName","Browne","Site"
"2504","30","City","city 1","Site"
"2505","30","State","state 1","Site"
"2506","30","Country","Japan","Site"
"2507","30","protocol_row_id","1-1G9113","Site"
"2508","30","site_num","30","Site"
"2509","30","site_row_id","123-1234-0X100","Site"
"2510","30","protocol","AA-AA-000-0000","Site"
"2511","30","pi_number","0X100","Site"
"2512","30","pi_last_name","Browne","Site"
"2513","30","pi_first_name","Wyatt","Site"
"2514","30","site_status","Active","Site"
"2515","30","is_satellite","FALSE","Site"
"2516","30","account","city 1 Medical Center","Site"
"2517","30","site_active_dt","2004-07-15","Site"
"2518","30","city","city 1","Site"
"2519","30","state","state 1","Site"
"2520","30","country","Japan","Site"
"2521","31","Status","Active","Site"
"2522","31","InvestigatorFirstName","Marcus","Site"
"2523","31","InvestigatorLastName","Lipps","Site"
"2524","31","City","city 1","Site"
"2525","31","State","state 1","Site"
"2526","31","Country","US","Site"
"2527","31","protocol_row_id","1-1G9113","Site"
"2528","31","site_num","31","Site"
"2529","31","site_row_id","123-1234-0X066","Site"
"2530","31","protocol","AA-AA-000-0000","Site"
"2531","31","pi_number","0X066","Site"
"2532","31","pi_last_name","Lipps","Site"
"2533","31","pi_first_name","Marcus","Site"
"2534","31","site_status","Active","Site"
"2535","31","is_satellite","FALSE","Site"
"2536","31","account","city 1 Medical Center","Site"
"2537","31","site_active_dt","2004-03-13","Site"
"2538","31","city","city 1","Site"
"2539","31","state","state 1","Site"
"2540","31","country","US","Site"
"2541","32","Status","Active","Site"
"2542","32","InvestigatorFirstName","Shane","Site"
"2543","32","InvestigatorLastName","Gomez","Site"
"2544","32","City","city 1","Site"
"2545","32","State","state 1","Site"
"2546","32","Country","Japan","Site"
"2547","32","protocol_row_id","1-1G9113","Site"
"2548","32","site_num","32","Site"
"2549","32","site_row_id","123-1234-0X079","Site"
"2550","32","protocol","AA-AA-000-0000","Site"
"2551","32","pi_number","0X079","Site"
"2552","32","pi_last_name","Gomez","Site"
"2553","32","pi_first_name","Shane","Site"
"2554","32","site_status","Active","Site"
"2555","32","is_satellite","FALSE","Site"
"2556","32","account","city 1 Medical Center","Site"
"2557","32","site_active_dt","2006-11-29","Site"
"2558","32","city","city 1","Site"
"2559","32","state","state 1","Site"
"2560","32","country","Japan","Site"
"2561","33","Status","Active","Site"
"2562","33","InvestigatorFirstName","Shakoora","Site"
"2563","33","InvestigatorLastName","Esquibel","Site"
"2564","33","City","city 1","Site"
"2565","33","State","state 1","Site"
"2566","33","Country","Japan","Site"
"2567","33","protocol_row_id","1-1G9113","Site"
"2568","33","site_num","33","Site"
"2569","33","site_row_id","123-1234-0X141","Site"
"2570","33","protocol","AA-AA-000-0000","Site"
"2571","33","pi_number","0X141","Site"
"2572","33","pi_last_name","Esquibel","Site"
"2573","33","pi_first_name","Shakoora","Site"
"2574","33","site_status","Active","Site"
"2575","33","is_satellite","FALSE","Site"
"2576","33","account","city 1 Medical Center","Site"
"2577","33","site_active_dt","2006-11-11","Site"
"2578","33","city","city 1","Site"
"2579","33","state","state 1","Site"
"2580","33","country","Japan","Site"
"2581","34","Status","Active","Site"
"2582","34","InvestigatorFirstName","Kailey","Site"
"2583","34","InvestigatorLastName","Ramirez","Site"
"2584","34","City","city 1","Site"
"2585","34","State","state 1","Site"
"2586","34","Country","Japan","Site"
"2587","34","protocol_row_id","1-1G9113","Site"
"2588","34","site_num","34","Site"
"2589","34","site_row_id","123-1234-0X082","Site"
"2590","34","protocol","AA-AA-000-0000","Site"
"2591","34","pi_number","0X082","Site"
"2592","34","pi_last_name","Ramirez","Site"
"2593","34","pi_first_name","Kailey","Site"
"2594","34","site_status","Active","Site"
"2595","34","is_satellite","FALSE","Site"
"2596","34","account","city 1 Medical Center","Site"
"2597","34","site_active_dt","2007-01-19","Site"
"2598","34","city","city 1","Site"
"2599","34","state","state 1","Site"
"2600","34","country","Japan","Site"
"2601","35","Status","Active","Site"
"2602","35","InvestigatorFirstName","Elle-Han","Site"
"2603","35","InvestigatorLastName","Mansfield","Site"
"2604","35","City","city 1","Site"
"2605","35","State","state 1","Site"
"2606","35","Country","Japan","Site"
"2607","35","protocol_row_id","1-1G9113","Site"
"2608","35","site_num","35","Site"
"2609","35","site_row_id","123-1234-0X012","Site"
"2610","35","protocol","AA-AA-000-0000","Site"
"2611","35","pi_number","0X012","Site"
"2612","35","pi_last_name","Mansfield","Site"
"2613","35","pi_first_name","Elle-Han","Site"
"2614","35","site_status","Active","Site"
"2615","35","is_satellite","FALSE","Site"
"2616","35","account","city 1 Medical Center","Site"
"2617","35","site_active_dt","2004-07-22","Site"
"2618","35","city","city 1","Site"
"2619","35","state","state 1","Site"
"2620","35","country","Japan","Site"
"2621","36","Status","Active","Site"
"2622","36","InvestigatorFirstName","Jose","Site"
"2623","36","InvestigatorLastName","John","Site"
"2624","36","City","city 1","Site"
"2625","36","State","state 1","Site"
"2626","36","Country","US","Site"
"2627","36","protocol_row_id","1-1G9113","Site"
"2628","36","site_num","36","Site"
"2629","36","site_row_id","123-1234-0X115","Site"
"2630","36","protocol","AA-AA-000-0000","Site"
"2631","36","pi_number","0X115","Site"
"2632","36","pi_last_name","John","Site"
"2633","36","pi_first_name","Jose","Site"
"2634","36","site_status","Active","Site"
"2635","36","is_satellite","FALSE","Site"
"2636","36","account","city 1 Medical Center","Site"
"2637","36","site_active_dt","2008-05-11","Site"
"2638","36","city","city 1","Site"
"2639","36","state","state 1","Site"
"2640","36","country","US","Site"
"2641","38","Status","Active","Site"
"2642","38","InvestigatorFirstName","Austin","Site"
"2643","38","InvestigatorLastName","Pinar","Site"
"2644","38","City","city 1","Site"
"2645","38","State","state 1","Site"
"2646","38","Country","China","Site"
"2647","38","protocol_row_id","1-1G9113","Site"
"2648","38","site_num","38","Site"
"2649","38","site_row_id","123-1234-0X165","Site"
"2650","38","protocol","AA-AA-000-0000","Site"
"2651","38","pi_number","0X165","Site"
"2652","38","pi_last_name","Pinar","Site"
"2653","38","pi_first_name","Austin","Site"
"2654","38","site_status","Active","Site"
"2655","38","is_satellite","FALSE","Site"
"2656","38","account","city 1 Medical Center","Site"
"2657","38","site_active_dt","2015-05-21","Site"
"2658","38","city","city 1","Site"
"2659","38","state","state 1","Site"
"2660","38","country","China","Site"
"2661","39","Status","Active","Site"
"2662","39","InvestigatorFirstName","Drew","Site"
"2663","39","InvestigatorLastName","Horton","Site"
"2664","39","City","city 1","Site"
"2665","39","State","state 1","Site"
"2666","39","Country","Japan","Site"
"2667","39","protocol_row_id","1-1G9113","Site"
"2668","39","site_num","39","Site"
"2669","39","site_row_id","123-1234-0X045","Site"
"2670","39","protocol","AA-AA-000-0000","Site"
"2671","39","pi_number","0X045","Site"
"2672","39","pi_last_name","Horton","Site"
"2673","39","pi_first_name","Drew","Site"
"2674","39","site_status","Active","Site"
"2675","39","is_satellite","FALSE","Site"
"2676","39","account","city 1 Medical Center","Site"
"2677","39","site_active_dt","2004-12-20","Site"
"2678","39","city","city 1","Site"
"2679","39","state","state 1","Site"
"2680","39","country","Japan","Site"
"2681","4","Status","Active","Site"
"2682","4","InvestigatorFirstName","Taamir","Site"
"2683","4","InvestigatorLastName","Anderson","Site"
"2684","4","City","city 1","Site"
"2685","4","State","state 1","Site"
"2686","4","Country","US","Site"
"2687","4","protocol_row_id","1-1G9113","Site"
"2688","4","site_num","4","Site"
"2689","4","site_row_id","123-1234-X044X","Site"
"2690","4","protocol","AA-AA-000-0000","Site"
"2691","4","pi_number","X044X","Site"
"2692","4","pi_last_name","Anderson","Site"
"2693","4","pi_first_name","Taamir","Site"
"2694","4","site_status","Active","Site"
"2695","4","is_satellite","FALSE","Site"
"2696","4","account","city 1 Medical Center","Site"
"2697","4","site_active_dt","2004-10-24","Site"
"2698","4","city","city 1","Site"
"2699","4","state","state 1","Site"
"2700","4","country","US","Site"
"2701","40","Status","Active","Site"
"2702","40","InvestigatorFirstName","Tad","Site"
"2703","40","InvestigatorLastName","Lamping","Site"
"2704","40","City","city 1","Site"
"2705","40","State","state 1","Site"
"2706","40","Country","US","Site"
"2707","40","protocol_row_id","1-1G9113","Site"
"2708","40","site_num","40","Site"
"2709","40","site_row_id","123-1234-0X147","Site"
"2710","40","protocol","AA-AA-000-0000","Site"
"2711","40","pi_number","0X147","Site"
"2712","40","pi_last_name","Lamping","Site"
"2713","40","pi_first_name","Tad","Site"
"2714","40","site_status","Active","Site"
"2715","40","is_satellite","TRUE","Site"
"2716","40","account","city 1 Medical Center","Site"
"2717","40","site_active_dt","2008-03-05","Site"
"2718","40","city","city 1","Site"
"2719","40","state","state 1","Site"
"2720","40","country","US","Site"
"2721","41","Status","Active","Site"
"2722","41","InvestigatorFirstName","Alejandra","Site"
"2723","41","InvestigatorLastName","Ronquillo","Site"
"2724","41","City","city 1","Site"
"2725","41","State","state 1","Site"
"2726","41","Country","US","Site"
"2727","41","protocol_row_id","1-1G9113","Site"
"2728","41","site_num","41","Site"
"2729","41","site_row_id","123-1234-0X098","Site"
"2730","41","protocol","AA-AA-000-0000","Site"
"2731","41","pi_number","0X098","Site"
"2732","41","pi_last_name","Ronquillo","Site"
"2733","41","pi_first_name","Alejandra","Site"
"2734","41","site_status","Active","Site"
"2735","41","is_satellite","FALSE","Site"
"2736","41","account","city 1 Medical Center","Site"
"2737","41","site_active_dt","2006-07-30","Site"
"2738","41","city","city 1","Site"
"2739","41","state","state 1","Site"
"2740","41","country","US","Site"
"2741","42","Status","Active","Site"
"2742","42","InvestigatorFirstName","Grace","Site"
"2743","42","InvestigatorLastName","el-Hoque","Site"
"2744","42","City","city 1","Site"
"2745","42","State","state 1","Site"
"2746","42","Country","US","Site"
"2747","42","protocol_row_id","1-1G9113","Site"
"2748","42","site_num","42","Site"
"2749","42","site_row_id","123-1234-0X008","Site"
"2750","42","protocol","AA-AA-000-0000","Site"
"2751","42","pi_number","0X008","Site"
"2752","42","pi_last_name","el-Hoque","Site"
"2753","42","pi_first_name","Grace","Site"
"2754","42","site_status","Active","Site"
"2755","42","is_satellite","FALSE","Site"
"2756","42","account","city 1 Medical Center","Site"
"2757","42","site_active_dt","2010-09-01","Site"
"2758","42","city","city 1","Site"
"2759","42","state","state 1","Site"
"2760","42","country","US","Site"
"2761","43","Status","Active","Site"
"2762","43","InvestigatorFirstName","Sufyaan","Site"
"2763","43","InvestigatorLastName","Flores","Site"
"2764","43","City","city 1","Site"
"2765","43","State","state 1","Site"
"2766","43","Country","US","Site"
"2767","43","protocol_row_id","1-1G9113","Site"
"2768","43","site_num","43","Site"
"2769","43","site_row_id","123-1234-0X159","Site"
"2770","43","protocol","AA-AA-000-0000","Site"
"2771","43","pi_number","0X159","Site"
"2772","43","pi_last_name","Flores","Site"
"2773","43","pi_first_name","Sufyaan","Site"
"2774","43","site_status","Active","Site"
"2775","43","is_satellite","TRUE","Site"
"2776","43","account","city 1 Medical Center","Site"
"2777","43","site_active_dt","2004-02-13","Site"
"2778","43","city","city 1","Site"
"2779","43","state","state 1","Site"
"2780","43","country","US","Site"
"2781","44","Status","Active","Site"
"2782","44","InvestigatorFirstName","Isiah","Site"
"2783","44","InvestigatorLastName","Keys","Site"
"2784","44","City","city 1","Site"
"2785","44","State","state 1","Site"
"2786","44","Country","China","Site"
"2787","44","protocol_row_id","1-1G9113","Site"
"2788","44","site_num","44","Site"
"2789","44","site_row_id","123-1234-0X108","Site"
"2790","44","protocol","AA-AA-000-0000","Site"
"2791","44","pi_number","0X108","Site"
"2792","44","pi_last_name","Keys","Site"
"2793","44","pi_first_name","Isiah","Site"
"2794","44","site_status","Active","Site"
"2795","44","is_satellite","FALSE","Site"
"2796","44","account","city 1 Medical Center","Site"
"2797","44","site_active_dt","2007-03-28","Site"
"2798","44","city","city 1","Site"
"2799","44","state","state 1","Site"
"2800","44","country","China","Site"
"2801","45","Status","Active","Site"
"2802","45","InvestigatorFirstName","Kelsey","Site"
"2803","45","InvestigatorLastName","Handley","Site"
"2804","45","City","city 1","Site"
"2805","45","State","state 1","Site"
"2806","45","Country","US","Site"
"2807","45","protocol_row_id","1-1G9113","Site"
"2808","45","site_num","45","Site"
"2809","45","site_row_id","123-1234-0X136","Site"
"2810","45","protocol","AA-AA-000-0000","Site"
"2811","45","pi_number","0X136","Site"
"2812","45","pi_last_name","Handley","Site"
"2813","45","pi_first_name","Kelsey","Site"
"2814","45","site_status","Active","Site"
"2815","45","is_satellite","FALSE","Site"
"2816","45","account","city 1 Medical Center","Site"
"2817","45","site_active_dt","2015-06-30","Site"
"2818","45","city","city 1","Site"
"2819","45","state","state 1","Site"
"2820","45","country","US","Site"
"2821","46","Status","Active","Site"
"2822","46","InvestigatorFirstName","Francine","Site"
"2823","46","InvestigatorLastName","Phouansavanh","Site"
"2824","46","City","city 1","Site"
"2825","46","State","state 1","Site"
"2826","46","Country","US","Site"
"2827","46","protocol_row_id","1-1G9113","Site"
"2828","46","site_num","46","Site"
"2829","46","site_row_id","123-1234-0X058","Site"
"2830","46","protocol","AA-AA-000-0000","Site"
"2831","46","pi_number","0X058","Site"
"2832","46","pi_last_name","Phouansavanh","Site"
"2833","46","pi_first_name","Francine","Site"
"2834","46","site_status","Active","Site"
"2835","46","is_satellite","FALSE","Site"
"2836","46","account","city 1 Medical Center","Site"
"2837","46","site_active_dt","2004-01-10","Site"
"2838","46","city","city 1","Site"
"2839","46","state","state 1","Site"
"2840","46","country","US","Site"
"2841","47","Status","Active","Site"
"2842","47","InvestigatorFirstName","Robert","Site"
"2843","47","InvestigatorLastName","Davis Jr","Site"
"2844","47","City","city 1","Site"
"2845","47","State","state 1","Site"
"2846","47","Country","China","Site"
"2847","47","protocol_row_id","1-1G9113","Site"
"2848","47","site_num","47","Site"
"2849","47","site_row_id","123-1234-0X062","Site"
"2850","47","protocol","AA-AA-000-0000","Site"
"2851","47","pi_number","0X062","Site"
"2852","47","pi_last_name","Davis Jr","Site"
"2853","47","pi_first_name","Robert","Site"
"2854","47","site_status","Active","Site"
